title,aid,link,createtime,desc,ownertoken,like,coin,reply,share,favorite,view,danmaku
俄罗斯增兵乌克兰边境 布林肯：若不撤军 将实行前所未有的制裁,507033225,https://www.bilibili.com/video/BV1Cg411A7qC,1638415677,"美国在12月1日声称，已经掌握了俄罗斯制定对乌克兰发动“大规模”攻击计划的“证据”。美国敦促俄罗斯从乌克兰边境撤军，并威胁称，如果俄罗斯试图发动入侵，那么所引发的制裁将比迄今为止实施的任何制裁都要大。
在拉脱维亚举行的北约部长会议上，美国国务卿布林肯表示，目前他们尚不清楚俄总统普京是否已做出“入侵”的决定，但他补充称：“我们知道的是，如果普京做出决定，他将在短期内具备这样做的能力。因此，尽管在意图和时间上存在不确定性，但我们必须为所有可能发生的情况做好准备，同时努力确保俄罗斯改变方向。”",526235992,924,6,297,57,85,33773,46
撤军！撤军！,785312310,https://www.bilibili.com/video/BV1c14y1m7Jy,1688116780,-,19479449,0,0,0,0,0,2,0
美国：不会从叙利亚撤军,326677801,https://www.bilibili.com/video/BV17w411j7H1,1706173591,美国今日对媒体报道美国彻底撤军叙利亚表示否认,147050376,1,0,0,0,0,154,0
印度态度十分强硬，要求中国先行撤军，已做好随时战斗准备,585121392,https://www.bilibili.com/video/BV1iz4y1C7BV,1603593014,印度态度十分强硬，要求中国先行撤军，已做好随时战斗准备,306887340,1170,12,198,10,34,25300,47
俄外交部通告美国“立刻撤军”，发生了什么事？,482491083,https://www.bilibili.com/video/BV1UT411i7nP,1677144362,,594110044,7,0,0,0,2,194,0
俄罗斯突然从俄乌边境撤军，拆了白宫的台，佩洛西却称美国赢了！,936507599,https://www.bilibili.com/video/BV1sT4y1X77E,1645004145,俄罗斯突然从俄乌边境撤军，拆了白宫的台，佩洛西却称美国赢了！,1277161587,3834,103,235,40,134,73665,179
二战时苏联攻入北海道，为何不趁机占领日本，反而撤军送给美国？,443319819,https://www.bilibili.com/video/BV1WL41187rG,1683265308,,1579143844,66,4,15,4,13,3558,1
蝙蝠撤军,429734661,https://www.bilibili.com/video/BV1jG41147v4,1661070898,,36404855,26,1,8,18,2,757,0
所有人都被骗了？撤军阿富汗就是幌子，中情局已行动，塔利班危险,847760396,https://www.bilibili.com/video/BV1CL4y1Y7ok,1631003525,中央情报局是一个情报部门，但是实际上中央情报局下面是有很强大的军事力量，这个也就是为什么很多的媒体讲说美国已经从叙利亚也好，从阿富汗也好撤军了，但是美军撤离和美国的军事力量离开当地是完全两个概念。,7713441,80,6,3,0,8,2036,3
朝鲜停战前，韩国李承晚要求中国撤军朝鲜缴械，主席：那就继续打,429298991,https://www.bilibili.com/video/BV1xG41187p1,1659872831,朝鲜停战前，韩国李承晚要求中国撤军朝鲜缴械，主席：那就继续打,1841250779,454,35,42,1,46,32951,25
特朗普下发新指令：美从阿富汗和伊拉克撤军 撤军后5天任期结束,500345526,https://www.bilibili.com/video/BV1nK411V7Ee,1605672010,当地时间17日，美国代理国防部长米勒宣布，根据特朗普命令，美国在阿富汗和伊拉克的驻军将在2021年1月中旬前分别减少到各2500人。美国国内反对声一片，美国参议院多数党领袖麦康奈尔警告说这将是给美国敌人们的礼物。而撤军后的5天即2021年1月20日，特朗普的总统任期就将结束。（海客新闻）,189866857,1630,6,107,22,46,20219,17
乌克兰有新想法，这回没提俄罗斯全部撤军，用外交谈克里米亚归属,227210130,https://www.bilibili.com/video/BV1ah411g7Ke,1680861348,乌克兰有新想法，这回没提俄罗斯全部撤军，用外交谈克里米亚归属,1848537597,1237,46,236,3,41,28180,34
印媒宣传不实撤军方案后，中国一举动让印担忧，印专家：目标明确,330363887,https://www.bilibili.com/video/BV1WA411x7Gr,1605332519,印度媒体在宣传不实的“撤军方案”后，中国的一个举动却让印度民众感到担忧，这是为什么呢？印度专家做出解答。,396601031,938,4,84,3,26,26807,54
特朗普：伊拉克要我们撤军，先把钱付了。,83266858,https://www.bilibili.com/video/BV1NJ411H7yT,1578911360,特朗普在专访中透露，投入3.2万美军保护韩国，韩国为此付了5亿美元。主持人：伊拉克应该为我们的基地补偿吗？特朗普表示，除非伊拉克赔偿美国在伊拉克修建和维护军事设备的相关费用，否则军队不会离开伊拉克。（来源@观察者网）,330383888,4213,68,494,162,320,110250,255
白俄总统当说客，瓦格纳撤军！,315146260,https://www.bilibili.com/video/BV18P411v7rt,1687636035,白俄总统当说客，瓦格纳被说服撤军！,1030971996,18,2,10,0,2,1356,0
俄羅斯撤軍不是說說？ 整排坦克撤離畫面曝光,296569514,https://www.bilibili.com/video/BV1KF411E7vH,1645017905,今日新闻,479718662,1,0,0,1,0,194,0
美国从伊拉克撤军？中东战略收缩另有目的？,1600186663,https://www.bilibili.com/video/BV1z2421w77g,1706708367,美国从伊拉克撤军？中东战略收缩另有动作？ #美国从伊拉克撤军 #巴以冲突 #美军基地 #中东局势,1805216552,2,0,0,0,0,45,0
反对撤军、诚邀部署核武器，韩国为何主动要美国军事“殖民”？,694065461,https://www.bilibili.com/video/BV1424y1q7Lj,1675909130,反对撤军、诚邀部署核武器，韩国为何主动要美国军事“殖民”？,3493081187878934,11,2,2,0,3,351,0
越南为何至今无法翻身？许世友撤军前3个命令，如今才知道多高明,690986452,https://www.bilibili.com/video/BV1u24y1C7Pi,1670385458,越南为何至今无法翻身？许世友撤军前3个命令，如今才知道多高明,1327094699,2,0,0,0,1,204,0
轰动全球、俄罗斯全面撤军。,304896412,https://www.bilibili.com/video/BV11P411F7x2,1668145014,轰动全球、俄罗斯全面撤军。,1870878609,318,6,35,26,32,23230,34
撤军？,918472909,https://www.bilibili.com/video/BV1Wu4y1b7wp,1699969511,-,2006233632,0,0,0,0,0,0,0
力挺巴基斯坦，头号盟友再次向印度发难，要求立即从边境撤军,499733123,https://www.bilibili.com/video/BV1rK411P7Ag,1601345164,力挺巴基斯坦，头号盟友再次向印度发难，要求立即从边境撤军,306842296,1106,7,229,15,65,52972,135
泽连斯基现在想起了中国，声称比俄罗斯更大，能迫使普京撤军,486938626,https://www.bilibili.com/video/BV1dN411C72U,1685957378,,34915181,659,16,324,7,30,16367,72
失败的俄军怎么还不撤军,748987336,https://www.bilibili.com/video/BV19C4y1w7YX,1701185807,-,699369436,11,0,1,0,1,539,0
海豹突击队在撤军后再度潜入阿富汗将会遭遇什么？,793606134,https://www.bilibili.com/video/BV1YC4y1Y7Ck,1704865618,-,96266147,87,2,0,2,44,4102,6
撤军,961140454,https://www.bilibili.com/video/BV13H4y1S7o3,1695254692,-,3546390590393188,1,0,1,0,0,103,0
阿富汗塔利班发言人：美英若延期从阿富汗撤军，后果自负,720048770,https://www.bilibili.com/video/BV1mQ4y1Y7dB,1629785424,,495310202,34,0,2,1,4,738,0
现场：美国宣布完成从阿富汗撤军 最后一架军机飞离时塔利班鸣枪庆祝,720238784,https://www.bilibili.com/video/BV19Q4y1h7ee,1630396704,当地时间8月30日，美国国防部宣布，美国已完成从阿富汗撤军行动。美国中央司令部司令肯尼斯·麦肯齐正式宣布，最后一架C-17运输机已于美国东部时间30日15时29分从喀布尔国际机场起飞。当晚，塔利班人员鸣枪庆祝美军撤离。塔利班高级成员瓦西克在其社交媒体上表示“祝贺所有阿富汗人从美国占领下解放和独立”。,549748944,35,0,5,2,3,1124,1
141：5！联大紧急会议通过决议，要求俄撤军，中方解释投票原因,851971306,https://www.bilibili.com/video/BV1mL4y1M7DL,1646374441,,1865093916,286,4,36,0,7,21572,19
巴以冲突：IDF总结报告，详细讲述：战略撤军、战略部署、经济复苏,878720559,https://www.bilibili.com/video/BV19N4y1H7xw,1704978392,"喜欢/支持博主的小伙伴，多多点赞投币，给博主充电可以获取粉丝勋章，所有充电的小伙伴名单都会被发往顿巴斯！
佩戴粉丝牌的用户可以私信加入核心群！
了解最新最全的无码战斗镜头！
点赞、投币、收藏、转发！",341670273,1851,969,17,33,148,15699,163
德国人对普京的超前幽默、乌克兰的圣诞节、法国撤军尼日尔。2023,237659378,https://www.bilibili.com/video/BV1Ye411r7Wi,1703257921,-,176994757,133,0,20,0,14,4089,5
再探再报，中东局势2月11日，美军将在90天内从伊拉克和叙利亚撤军 #中东局势 #巴以冲突,1050561789,https://www.bilibili.com/video/BV1QH4y1h7zv,1707650151,家人们给阿婆主一个三连吧，感谢各位观众老爷的支持，你们的支持是我更新的动力,1433031509,597,26,11,9,21,7814,3
1918年第一次世界大战结束时德国军队在签署停战协议后从法国撤军的珍贵历史影像。,901369854,https://www.bilibili.com/video/BV1xN4y1A7Yf,1665145809,1918年第一次世界大战结束时德国军队在签署停战协议后从法国撤军的珍贵历史影像。,397301085,114,7,26,13,75,3745,1
俄军为何撤军基辅？百万雄狮四大主力要靠雇佣兵，兵役制度是掣肘,520535060,https://www.bilibili.com/video/BV1TM411k7GX,1669457399,,503764901,19,0,11,1,2,1291,0
美国开始从阿富汗撤军，大批装备就地销毁，俄媒：事情并不简单,460346665,https://www.bilibili.com/video/BV1v5411g7xj,1619425930,据新华网4月26日报道，驻阿富汗美军和北约部队挥指官斯科特·米勒25日在阿富汗喀布尔举行的会议上表示，美国和北约开始从阿富汗多个基地撤军。,703209803,1951,7,277,22,83,92656,84
内讧了？乌军总司令请求撤军 泽连斯基断然拒绝！,832937675,https://www.bilibili.com/video/BV14g4y1R7Rh,1698835988,"据俄罗斯《莫斯科共青团员报》网站10月31日报道，乌克兰媒体报道称，乌克兰总统泽连斯基拒绝从阿夫杰耶夫卡撤军，他要求乌军总司令扎卢日内调用扎波罗热前线的预备部队并为这座城市做好防守准备。俄罗斯军事观察家、退役上校利托夫金认为，这种举措已然无济于事。

报道称，一些军事分析人士指出，阿夫杰耶夫卡正在成为乌克兰的“第二个巴赫穆特”。这不仅体现在媒体报道上，也是泽连斯基和扎卢日内之间的又一场冲突。",6250993,915,2,196,53,73,23417,12
白宫为拜登撤军阿富汗决定辩解：都怪特朗普！,312138733,https://www.bilibili.com/video/BV1AN411P7ZC,1680858980,4月6日，拜登政府公布一份机密报告摘要，指责前总统特朗普没有为美国从阿富汗撤军做好准备。当天，有记者就拜登是否要对此负责向美国国家安全委员会提问，发言人柯比表示，拜登接手的是特朗普政府留下的烂摊子，他改变不了什么。,42548293,138,0,12,1,6,3333,3
突发重大消息：俄乌谈判现场，乌克兰要求俄罗斯撤军割地！,809659474,https://www.bilibili.com/video/BV1u34y187wf,1647158251,突发重大消息：俄乌谈判现场，乌克兰要求俄罗斯撤军割地！,1259943426,6,0,5,0,0,519,1
立陶宛外长：如果特朗普上台美国或从欧洲撤军，将是波罗的海国家的“噩梦”,836491776,https://www.bilibili.com/video/BV1Jg4y1U7yx,1705648675,,343289809,809,0,166,6,22,9638,10
25万志愿军驻扎朝鲜，为何1958年突然撤军？朝鲜姑娘依依不舍,340863329,https://www.bilibili.com/video/BV1dR4y1N7xF,1650179871,,1557977708,23,0,7,1,7,1335,2
“曹操”最后还是撤军了,574593156,https://www.bilibili.com/video/BV1vz4y1W7qW,1691632181,-,3537112771070156,1,0,1,1,1,156,0
普大帝是全面总动员还是全面撤军，可能性都很大，因为内忧外患都在困扰着俄罗斯,357663464,https://www.bilibili.com/video/BV1NX4y1q7N2,1687696330,-,322437944,1,0,3,1,1,409,0
荀彧：主公，不好了，兖州被攻了！   曹操：先撤军，等我吃完饭再说,874414341,https://www.bilibili.com/video/BV1LN4y1Z7DZ,1696915537,-,3461582524778750,5,0,0,1,0,247,0
承认了？美国务卿谈阿富汗撤军理由,247637053,https://www.bilibili.com/video/BV1yv41177uM,1618826970,美国从阿富汗撤军和中国有没有关系？美国国务卿布林肯18日在美国广播公司（ABC）的“本周”节目上进行表态，“恐怖主义威胁已经转移到其他地方。我们的议程上还有其他非常重要的事项，包括与中国的关系，包括处理从气候变化到新冠疫情的种种事务，这些是我们的精力和资源应该集中的地方”。,569956690,1074,8,75,11,75,32782,52
睡觉睡觉  撤军了,997669613,https://www.bilibili.com/video/BV11s4y1C7oY,1687629379,-,281353797,0,0,1,0,0,22,0
曹操；撤军,234438083,https://www.bilibili.com/video/BV1V8411k7uw,1696864863,-,3493093479287434,0,0,1,0,0,125,0
特朗普：“美军将迅速从叙利亚撤军”,21404367,https://www.bilibili.com/video/BV1tW411u7g1,1522389223,"https://www.youtube.com/watch?v=9EzfcOy69yA
当地时间3月29日，美国总统特朗普在俄亥俄州发表演说时表示，美军已夺回接近所有的“伊斯兰国”组织攻占的领土。他说：“我们很快就会撤出叙利亚，让其他人处理那里的事。”特朗普称，美国在中东花了7万亿美元，例如在当地建设学校，最后只是不断被武装分子炸掉，但美国却没有花钱在俄亥俄州兴建新学校。据五角大楼的统计，目前有2000名美军派驻叙利亚。",10303206,503,32,533,109,144,41308,190
意大利巴尔博线假撤军操作,367193598,https://www.bilibili.com/video/BV1V94y1N76J,1702538064,,104378463,62,6,13,4,30,2196,0
1950年入朝的志愿军到1994年才走，为何撤军耗时如此之久？,358046699,https://www.bilibili.com/video/BV1gX4y1i7GM,1688562425,1950年入朝的志愿军到1994年才走，为何撤军耗时如此之久？,148701341,10,0,0,1,1,429,2
撤军言和,232315740,https://www.bilibili.com/video/BV1r8411X7Fa,1692068511,-,573752580,2,4,1,0,2,97,0
俄罗斯撤军后，普京终于亮杀手锏！德法附和施压乌克兰交出东部？,724117435,https://www.bilibili.com/video/BV1zS4y1r7Qn,1645088562,俄罗斯撤军后，普京终于亮杀手锏！德法附和施压乌克兰交出东部？,2129478102,1434,124,56,24,65,31182,13
曹操撤军,317214255,https://www.bilibili.com/video/BV1eP411W7mG,1691806589,-,1108239414,1,0,0,0,0,102,0
美国：撤军是误会！英德：只要伊拉克开口，我们撤,82569418,https://www.bilibili.com/video/BV16J41157Ee,1578474346,伊拉克总理称收到美撤军信函，对此，美军方面表示，那只是一份草稿，且措辞不当，美国没有撤军打算。而针对伊拉克早前通过的结束外国军队驻扎的决议，英德两国国防部长先后声明称，只要伊拉克政府要求，他们就会撤军。,451320374,3212,57,368,115,204,103572,94
吕布一介武夫……撤军,955940028,https://www.bilibili.com/video/BV1FW4y1Z7vi,1689402337,-,2070157136,2,0,2,0,0,230,0
塔利班划“红线”警告美军：若延期撤军，后果自负！,762524630,https://www.bilibili.com/video/BV1F64y1v7Hy,1629783618,拜登声称，由于滞留喀布尔机场等待撤离的人数过多，美军驻留阿富汗的时间可能延长。对此，阿富汗塔利班发言人沙欣警告称，到8月31日撤出所有美军是一条红线，延期撤军就意味着美国延长对阿富汗的占领。“塔利班的回答是‘不’，后果由美国自己承担。”(央视军事）,189866857,2819,4,129,13,42,17691,8
泽连斯基谈从阿尔乔莫夫斯克撤军,354574229,https://www.bilibili.com/video/BV1YX4y1k7Ar,1680707174,"4月5日，乌克兰总统泽连斯基在与波兰总统杜达举行的新闻发布会上谈及从阿尔乔莫夫斯克撤军相关问题，泽连斯基表示，在存在被敌人包围、损失士兵的风险的情况下，乌克兰武装部队的指挥部将做出正确的决定，并从阿尔乔莫夫斯克（Bakhmut）撤军。

4月5日上午，泽连斯基抵达波兰并开始其对波兰的访问。值得注意的是，这是乌克兰领导人对波兰的首次正式访问。",501247999,1720,11,124,22,28,17612,2
局势发生变化！俄罗斯突然宣布从多地撤军，普京收到的是坏消息,485996960,https://www.bilibili.com/video/BV1vT41187X2,1683744530,为大家提供更多的有趣视频，如果喜欢可以点击关注关注我们，有其他的疑问可以留言评论，我们看到都会进行回复,3493112001333751,9,1,6,0,3,1246,0
【皇太极113】皇太极撤军松山，张献忠起兵谷城,609833637,https://www.bilibili.com/video/BV1n84y1J7Bq,1677064268,,30513699,2018,1088,451,108,265,61707,836
岛上的小丑们！你们再闹，这就不再只是演习！,8126790,https://www.bilibili.com/video/BV1as411b7Ye,1497437020,最近各种小丑，无知的，无耻的，让人感到很不齿~解放军快去教做人！,39720840,992,204,401,72,621,193361,726
英媒曝瓦格纳闪电撤军內幕！首脑「吹牛」 家人受威胁,530235048,https://www.bilibili.com/video/BV1Mu411h71t,1687763319,-,2020993102,5,2,2,6,0,352,0
共和党变脸？麦卡锡让俄记者转告：俄不撤军美国就一直援助乌克兰,740853290,https://www.bilibili.com/video/BV1hk4y1j758,1683347697,,3493262920779808,2,0,2,0,1,105,0
新年伊始，以色列都开始撤军了，俄乌怎么还在打？,580694355,https://www.bilibili.com/video/BV1p64y1E7H5,1704269506,新年伊始，以色列都开始撤军了，俄乌怎么还在打？,639981785,146,6,5,1,21,9674,9
联合国大会爆发激烈争吵，又一国开始发难，要求印度立即撤军,884707180,https://www.bilibili.com/video/BV1gK4y1Y7C3,1601001791,联合国大会爆发激烈争吵，又一国开始发难，要求印度立即撤军,306842296,294,2,76,5,16,12839,42
万历援朝08: 城池打不下来，撤军时又自乱阵脚，明朝大军直接溃散了,970592210,https://www.bilibili.com/video/BV1mp4y1z7M7,1607709165,欢迎加入粉丝群: 533544798，可探讨视频内容，或者一起制作视频。,491305425,729,152,124,12,167,25624,109
当年我们打赢了印度为何要撤军？西藏战略价值有多重要,400616363,https://www.bilibili.com/video/BV1ao4y1w7yd,1682696531,,3493080040737411,2394,85,308,26,325,150312,295
以总理拒绝撤军以换取被扣押人员 以民众呼吁政府达成协议,666555105,https://www.bilibili.com/video/BV1va4y1y7gz,1705903396,以总理内塔尼亚胡21日发表视频声明说，他“完全拒绝”哈马斯用释放被扣押人员为条件，换取结束本轮巴以冲突的要求。但数千名以色列民众举行抗议活动，要求以政府尽其职责达成交易，并让滞留的被扣押人员活着回家。,495310202,19,0,0,0,0,464,0
政委金老师：川普撤军只是情绪宣泄,626233757,https://www.bilibili.com/video/BV1Zt4y197rz,1593520208,,481851351,62,4,2,1,3,4302,0
美国从阿富汗撤军后才知道，有11个国家参与了战争，分别都是谁,392549750,https://www.bilibili.com/video/BV1hd4y1j7qV,1673345917,美国从阿富汗撤军后才知道，有11个国家参与了战争，分别都是谁,2041114434,65,3,4,1,11,2220,0
朝鲜战争美国撤军韩国不同意?美军大骂:战场只会逃跑，这是讹诈！,554750826,https://www.bilibili.com/video/BV1Jv4y137hc,1654479709,朝鲜战争美国撤军韩国不同意?美军大骂:战场只会逃跑，这是讹诈！,1256381382,52,4,2,4,17,1914,2
俄罗斯要求美国从乌克兰撤军：美方的援助将被视为打击目标,224804816,https://www.bilibili.com/video/BV1ab41197HV,1677030762,,522653994,951,6,84,17,27,15402,6
李肃：美国招架不住了，要从伊拉克撤军，叙利亚已经开始,454399849,https://www.bilibili.com/video/BV1P5411C7Zw,1706496007,,616975713,326,2,3,7,11,7368,5
最新消息，缅甸政府军宣布撤军！白应苍是否会再次假死脱身？,964725233,https://www.bilibili.com/video/BV1Kp4y1f7wd,1702480129,-,628432887,13,0,5,1,1,3073,0
伊拉克抵抗组织打击以色列港口！以军第11旅从加沙撤军！,666792639,https://www.bilibili.com/video/BV1Ka4y1C7od,1706226160,,3546574592412583,925,35,94,16,54,30678,77
固守非法占据地区，还厚颜无耻要中国撤军，印度在为战争做准备？,969851095,https://www.bilibili.com/video/BV1gp4y1Y7Ad,1602069242,,649022917,1103,32,187,18,35,15692,101
传令撤军！,229669070,https://www.bilibili.com/video/BV1fh411K7rD,1686385265,-,2143022288,1,0,0,0,0,182,0
印度耍赖，单方面篡改两国重要文件，遮遮掩掩不提撤军,1700416276,https://www.bilibili.com/video/BV1XK421C7uu,1707053906,缺乏对其他国家基本的尊重，印度的国际地位很难提升,649022917,969,16,50,6,13,6514,2
重磅消息！以色列最精锐部队死伤惨重从加沙撤军，士兵鼓掌庆祝,537571418,https://www.bilibili.com/video/BV1Ai4y1Y7La,1703234700,-,3546571153082836,1626,15,286,35,120,91563,107
瓦格纳开始撤军？乌克兰官员不这么认为,271646345,https://www.bilibili.com/video/BV1Wc411G7EE,1685227957,-,3461580482153087,4,0,0,0,0,223,0
“这是我任期内最悲哀的时刻”，联合国秘书长恳请普京撤军,424284889,https://www.bilibili.com/video/BV1A3411j7QE,1645684429,当地时间2月23日，联合国消息，在俄罗斯总统普京宣布在乌克兰东部展开军事行动后，联合国秘书长古特雷斯恳请普京“以人类的名义”停止战争。他还说，战争的后果对乌克兰来说将是毁灭性的，对全球经济的影响是深远的。,328271007,51656,430,6884,1667,3735,2137898,7108
特朗普宣布将从阿富汗完全撤军，塔利班欢迎，美官员吃惊。,938651200,https://www.bilibili.com/video/BV1AT4y1k79U,1651322542,,1678420941,1,0,0,0,0,57,0
联合国大会重磅决议，要求俄罗斯立即撤军，63国投下赞成票,670527402,https://www.bilibili.com/video/BV1ia4y1W7s2,1607757056,联合国大会重磅决议，要求俄罗斯立即撤军，63国投下赞成票,306887340,1964,16,367,24,136,75364,159
言和  撤军,368804748,https://www.bilibili.com/video/BV1E94y1M7hi,1705213406,-,384710788,1,2,2,0,0,301,0
2019年局座预测：2021年美军从阿富汗撤军,762411355,https://www.bilibili.com/video/BV1V64y1e7U5,1629341797,2019年局座预测：2021年美军从阿富汗撤军,1626091082,11717,275,438,1355,972,209835,225
俄军去年从基辅撤军原因真相大白，普京到底还是低估了西方的无耻,614937851,https://www.bilibili.com/video/BV1Dh4y137r9,1687167623,俄军去年从基辅撤军原因真相大白，普京到底还是低估了西方的无耻,639981785,209,17,177,12,28,12386,6
唐军大将高骈诱敌深入，在成都一带重创南诏军，南诏被迫撤军,418198943,https://www.bilibili.com/video/BV1zV411j7wr,1621527694,出自《不说话就捣蛋》,37823319,22,0,2,1,1,1147,0
俄战神说撤军为上上策!哈马斯主要头目陷包围中!三名俄上校同时身亡!,790674812,https://www.bilibili.com/video/BV15C4y1U7Ju,1699461665,"2023年11月9日最新战况解析:
俄战神吉尔金说撤军为上上策!
哈马斯主要头目辛瓦尔陷包围中!
三名上校因指挥部同时身亡!",1286533100,27,2,5,0,4,438,0
阿富汗撤军溃败丢脸，布林肯深夜紧急求助，中国外长回应一针见血,675216071,https://www.bilibili.com/video/BV1MU4y177hZ,1630402793,就在阿富汗局势处于紧张之际，美国国务卿布林肯29日紧急拨通中国电话，就阿富汗局势及中美关系等交换意见。,1377430946,742,54,36,9,37,23394,67
果敢老街缅军投降（撤军）数据,240782362,https://www.bilibili.com/video/BV1Ge411i7eL,1704437035,-,651023683,66,2,21,4,5,1563,2
老年群里的阿富汗美军撤军前实录,889966913,https://www.bilibili.com/video/BV1hP4y1s7in,1629290631,太哈人了嘉人们,29968240,100,5,22,11,17,5587,6
"""空降利刃 中国军人绝不将臂章钉在耻辱墙上！",743378773,https://www.bilibili.com/video/BV1Lk4y1N7AG,1689487015,-,3493145983584924,104,0,1,0,110,60435,0
深入前线看真实的阿富汗撤军行动,589881466,https://www.bilibili.com/video/BV1hq4y1S7N6,1629164682,网络,700644717,3,0,0,2,1,334,1
老美一夜撤军，印度自称20万部队支援到位，土耳其部队也插一脚？,981382639,https://www.bilibili.com/video/BV1944y1u7Qr,1652147288,老美一夜撤军，印度自称20万部队支援到位，土耳其部队也插一脚？,1966241366,19,1,1,0,0,1459,0
七天内必须撤军！莫斯科发出最严厉警告：不听话就决不手软,202526264,https://www.bilibili.com/video/BV1Ja411A7Za,1603867835,七天内必须撤军！莫斯科发出最严厉警告：不听话就决不手软,691051358,211,8,44,1,10,13103,21
1月17日 以撤军后大量火箭袭击境内 以调兵进黎以边境 伊拉克武装向以境内发射火箭,881406459,https://www.bilibili.com/video/BV1mK4y1q7Nz,1705460478,-,3494374709135850,74,3,8,2,3,2561,0
为什么说美国在阿富汗撤军，中国了却一个心腹大患,974966585,https://www.bilibili.com/video/BV1J44y1k7Gp,1629199807,为什么说美国在阿富汗撤军，中国了却一个心腹大患,123884722,20,2,3,2,0,971,2
老美突然决定撤军，专家说出原因，笑死我了！,364009952,https://www.bilibili.com/video/BV1R94y1a7YL,1695967772,-,3493128937932903,2,0,0,0,0,113,0
搅屎棍！美军每次撤军都不带走武器，是因有更大的阴谋！,818475788,https://www.bilibili.com/video/BV1fG4y1g7ff,1670427875,-,1669572427,2463,6,71,1,127,71611,42
德国对日宣战，中国发动全面反攻，日本天皇被迫撤军。,464520158,https://www.bilibili.com/video/BV1ML41177d7,1638198867,制作不易，给个三连。,451046057,23785,1458,967,626,10314,1335270,774
伊拉克要求美国撤军,410903279,https://www.bilibili.com/video/BV1KG411B7MP,1704615400,,83253013,5,4,0,0,0,292,0
1月1日 美以为什么撤军？第一集,751025655,https://www.bilibili.com/video/BV18k4y1976Q,1704954114,-,1004399141,2,0,0,0,0,175,0
特朗普：塔利班是优秀的战士，阿富汗撤军是美国史上最大的尴尬,462446828,https://www.bilibili.com/video/BV1DL411t7rt,1629278534,17日，美国前总统特朗普接受福克斯新闻采访，再次就阿富汗局势抨击拜登政府。特朗普称，这是美国有史以来最大的尴尬。17日，美国白宫承认有大量支援阿富汗的武器落入了塔利班手中，特朗普称他会带走所有军事装备。他表示，自己对出逃的阿富汗总统加尼从来都没有信心，“我觉得他是个彻头彻尾的骗子”。特朗普还称赞塔利班是一群优秀的战士，并错误地宣称他们已经战斗了一千年。（阿富汗塔利班兴起于1994年）,473749310,183,0,21,6,23,4907,0
听说美国要从德国撤军？德国网友高兴坏了，等了75年你们终于要走了!,796544333,https://www.bilibili.com/video/BV1mC4y1b7Aj,1596119305,听说美国要从德国撤军？德国网友高兴坏了，等了75年你们终于要走了!,594669133,1600,81,315,17,134,51283,141
北顿涅茨克战斗激烈，乌军：基辅当地政权正考虑撤军选择,427091582,https://www.bilibili.com/video/BV14341137oa,1653821701,5月28日，北顿涅茨克市及其周边地区正在进行激烈战斗。北顿涅茨克地区基辅军事行政当局负责人盖代表示，乌克兰军队领导层正在考虑从北顿涅茨克撤军的选择，如果坚守这个城市很有可能重复马里乌波尔乌克兰军队的命运。,416220301,485,12,177,8,19,15105,16
局座神预言：2021年美军从阿富汗撤军,589972090,https://www.bilibili.com/video/BV1fq4y1S7wu,1629251797,本视频是2019年局座的节目，局座YYSD。2021年8月17日，阿富汗总统逃离，自美军撤离到塔利班攻占首府总计仅10天,401639775,123706,5003,3958,20693,14552,2621786,6492
多国从伊拉克撤军 专家：只有美国想留，“点位”太重要,752555434,https://www.bilibili.com/video/BV1fk4y1d7fi,1585740097,受新冠肺炎疫情影响，英国、法国等国家纷纷撤军伊拉克，接下来撤军伊拉克的会是美国吗？专家分析：其他国家都想走，只有美国想留。,222103174,3771,20,171,15,105,43761,23
一边吹冲锋号，一边撤军,643712782,https://www.bilibili.com/video/BV17Y4y1j7nu,1658319800,-,385369860,2,0,0,0,0,69,1
美国从阿富汗撤军，“西贡式大溃败”正在上演,503876464,https://www.bilibili.com/video/BV1wg411u7bA,1625489659,美国从阿富汗撤军，“西贡式大溃败”正在上演,649022917,7580,211,334,140,261,97552,445
外交部回应美军从阿富汗撤军一周年,602565090,https://www.bilibili.com/video/BV18B4y1G7et,1661861313,,1087482281,3646,81,7,28,53,12131,4
懂王川普：拜登笨死啦！换我来！没有人比我更懂撤军了！,762542662,https://www.bilibili.com/video/BV1964y1e7Qc,1629700909,懂王川普：拜登笨死啦！从阿富汗撤军撤的一塌糊涂，换我来！没有人比我更懂撤军了！,486582534,8688,1333,166,126,849,254036,628
乌克兰爆发激烈内讧，领导层抱团要求撤军，乌军总司令果断拒绝,320061294,https://www.bilibili.com/video/BV1Vw41197sD,1692600025,乌克兰爆发激烈内讧，领导层抱团要求撤军，乌军总司令果断拒绝,1947564610,5,0,1,1,1,387,0
GAME：武装突袭：乌克兰撤军之际故意制造摩擦，俄罗斯绝不惯着,551029894,https://www.bilibili.com/video/BV1Fq4y1F78y,1643324421,GAME：武装突袭：乌克兰撤军之际故意制造摩擦，俄罗斯绝不惯着,1169725054,3,0,0,0,1,1127,0
一场闹剧！曝瓦格纳获普京特赦叛乱无罪，正式撤军，绍伊古要倒霉,402703983,https://www.bilibili.com/video/BV1qV411u7LK,1687641296,一场闹剧！曝瓦格纳获普京特赦叛乱无罪，正式撤军，绍伊古要倒霉,404131498,2509,58,931,1232,304,227828,162
